Cluster,Customer_Age,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1
0,45.54029605263158,35.33470394736842,2.1184210526315788,2.210526315789474,15581.30427631579,1410.9901315789473,0.16606578947368422,12112.496710526315,102.00082236842105,0.7224662828947368
1,52.12019566736548,41.093990216631724,4.033542976939203,2.363382250174703,4251.266981132076,1687.604821802935,0.5211572327044025,3488.367924528302,61.704751921733056,0.739519217330538
2,47.75652415324819,37.46890616324264,3.940033314825097,2.4825097168239867,11639.513159355913,475.19017212659634,0.040419766796224325,3243.4503053858966,57.15907828983898,0.6614350360910606
3,37.8336738863915,27.914180629342052,4.2084184715978745,2.1720474049856966,5875.061953412342,1437.8806702084185,0.38609194932570495,3352.9910093992644,61.42419288925215,0.7499648549243972
